"AGENT_NO","LONGT","LAT"
20520,173.525,-41.475
20521,173.525,-41.525
20522,173.525,-41.575
20523,173.525,-41.625
20524,173.525,-41.675
20525,173.525,-41.725
20526,173.525,-41.775
20527,173.525,-41.825
20528,173.525,-41.875
20529,173.525,-41.925
20530,173.525,-41.975
20531,173.525,-42.025
20532,173.525,-42.075
20533,173.525,-42.125
20534,173.525,-42.175
20535,173.525,-42.225
20536,173.525,-42.275
20537,173.525,-42.325
20538,173.525,-42.375
20539,173.525,-42.425
20540,173.525,-42.475
,173.525,-42.525
,173.525,-42.575
,173.525,-42.625
,173.525,-42.675
,173.525,-42.725
,173.525,-42.775
,173.175,-44.075
,173.175,-44.125
,173.225,-34.225
,173.225,-34.275
,173.225,-34.325
,173.225,-34.375
,173.225,-34.425
,173.225,-34.475
,173.225,-34.525
,173.225,-34.575
,173.225,-34.625
,173.225,-34.675
,173.225,-34.725
,173.225,-34.775
,173.225,-34.825
,173.225,-34.875
20541,173.225,-34.925
,173.225,-34.975
20542,173.225,-35.025
20543,173.225,-35.075
20544,173.225,-35.125
20545,173.225,-35.175
20546,173.225,-35.225
20547,173.225,-35.275
20548,173.225,-35.325
,173.225,-35.375
,173.225,-35.425
,173.225,-35.475
,173.225,-35.525
,173.225,-35.575
,173.225,-35.625
,173.225,-35.675
,173.225,-35.725
,173.225,-35.775
,173.225,-35.825
,173.225,-35.875
,173.225,-40.575
,173.225,-40.625
,173.225,-40.675
,173.225,-40.725
,173.225,-40.775
,173.225,-40.825
,173.225,-40.875
,173.375,-41.125
,173.375,-41.175
20549,173.375,-41.225
20550,173.375,-41.275
20551,173.375,-41.325
20552,173.375,-41.375
20553,173.375,-41.425
20554,173.375,-41.475
20555,173.375,-41.525
20556,173.375,-41.575
20557,173.375,-41.625
20558,173.375,-41.675
20559,173.375,-41.725
20560,173.375,-41.775
20561,173.375,-41.825
20562,173.375,-41.875
20563,173.375,-41.925
20564,173.375,-41.975
20565,173.375,-42.025
20566,173.375,-42.075
20567,173.375,-42.125
20568,173.375,-42.175
20569,173.375,-42.225
20570,173.375,-42.275
20571,173.375,-42.325
20572,173.375,-42.375
20573,173.375,-42.425
20574,173.375,-42.475
20575,173.375,-42.525
20576,173.375,-42.575
20577,173.375,-42.625
20578,173.375,-42.675
20579,173.375,-42.725
20580,173.375,-42.775
,173.375,-42.825
,173.375,-42.875
,173.375,-42.925
,173.375,-42.975
,173.375,-43.025
,173.375,-43.075
,173.375,-43.125
,173.525,-42.825
,173.525,-42.875
,173.525,-42.925
,173.525,-42.975
,173.525,-43.025
,173.525,-43.075
,173.525,-43.125
,173.575,-34.625
,173.575,-34.675
,173.575,-34.725
,173.575,-34.775
,173.575,-34.825
,173.575,-34.875
,173.575,-34.925
20581,173.575,-34.975
20582,173.575,-35.025
20583,173.575,-35.075
20584,173.575,-35.125
20585,173.575,-35.175
20586,173.575,-35.225
20587,173.575,-35.275
,173.575,-35.325
20588,173.575,-35.375
20589,173.575,-35.425
20590,173.575,-35.475
20591,173.575,-35.525
20592,173.575,-35.575
20593,173.575,-35.625
20594,173.575,-35.675
20595,173.575,-35.725
,173.575,-35.775
,173.575,-35.825
,173.575,-35.875
,173.575,-35.925
,173.575,-35.975
,173.575,-36.025
,173.575,-36.075
,173.575,-36.125
,173.575,-36.175
,173.575,-36.225
,173.575,-36.275
,173.575,-38.925
,173.225,-40.925
,173.225,-40.975
,173.225,-41.025
,173.225,-41.075
,173.225,-41.125
,173.225,-41.175
,173.225,-41.225
,173.225,-41.275
20596,173.225,-41.325
20597,173.225,-41.375
20598,173.225,-41.425
20599,173.225,-41.475
20600,173.225,-41.525
20601,173.225,-41.575
20602,173.225,-41.625
20603,173.225,-41.675
20604,173.225,-41.725
20605,173.225,-41.775
20606,173.225,-41.825
20607,173.225,-41.875
20608,173.225,-41.925
20609,173.225,-41.975
20610,173.225,-42.025
20611,173.225,-42.075
20612,173.225,-42.125
20613,173.225,-42.175
20614,173.225,-42.225
20615,173.225,-42.275
20616,173.225,-42.325
20617,173.225,-42.375
20618,173.225,-42.425
20619,173.225,-42.475
20620,173.225,-42.525
20621,173.225,-42.575
20622,173.225,-42.625
20623,173.225,-42.675
20624,173.225,-42.725
20625,173.225,-42.775
20626,173.225,-42.825
20627,173.225,-42.875
20628,173.225,-42.925
,173.375,-43.175
,173.375,-43.225
,173.425,-34.625
,173.425,-34.675
,173.425,-34.725
,173.425,-34.775
,173.425,-34.825
,173.425,-34.875
,173.425,-34.925
,173.425,-34.975
20629,173.425,-35.025
20630,173.425,-35.075
20631,173.425,-35.125
20632,173.425,-35.175
20633,173.425,-35.225
20634,173.425,-35.275
20635,173.425,-35.325
20636,173.425,-35.375
,173.425,-35.425
20637,173.425,-35.475
20638,173.425,-35.525
20639,173.425,-35.575
,173.425,-35.625
,173.425,-35.675
,173.425,-35.725
,173.425,-35.775
,173.425,-35.825
,173.425,-35.875
,173.425,-35.925
,173.425,-35.975
,173.425,-36.025
,173.425,-36.075
,173.425,-36.125
,173.425,-40.825
,173.425,-40.875
,173.425,-40.925
,173.425,-40.975
,173.425,-41.025
,173.425,-41.075
,173.425,-41.125
20640,173.425,-41.175
20641,173.425,-41.225
,173.575,-38.975
,173.575,-39.025
,173.575,-39.075
,173.575,-39.125
,173.575,-39.175
,173.575,-39.225
,173.575,-39.275
,173.575,-39.325
,173.575,-39.375
,173.575,-39.425
,173.575,-39.475
,173.575,-39.525
,173.575,-39.575
,173.575,-39.625
,173.575,-39.675
,173.575,-40.575
,173.575,-40.625
,173.575,-40.675
,173.575,-40.725
,173.575,-40.775
,173.575,-40.825
,173.575,-40.875
,173.575,-40.925
,173.575,-40.975
,173.575,-41.025
20642,173.575,-41.075
20643,173.575,-41.125
20644,173.575,-41.175
20645,173.575,-41.225
20646,173.575,-41.275
20647,173.575,-41.325
20648,173.575,-41.375
20649,173.575,-41.425
20650,173.575,-41.475
20651,173.575,-41.525
20652,173.575,-41.575
20653,173.575,-41.625
20654,173.575,-41.675
20655,173.575,-41.725
20656,173.575,-41.775
20657,173.575,-41.825
20658,173.575,-41.875
,173.225,-42.975
,173.225,-43.025
,173.225,-43.075
,173.225,-43.125
,173.225,-43.175
,173.225,-43.225
,173.225,-43.275
,173.225,-43.325
,173.225,-43.425
,173.225,-43.475
,173.225,-43.525
,173.225,-43.575
,173.225,-43.625
,173.225,-43.675
,173.225,-43.725
,173.225,-43.775
,173.225,-43.825
,173.225,-43.875
,173.225,-43.925
,173.225,-43.975
,173.225,-44.025
,173.225,-44.075
,173.225,-44.125
,173.275,-34.425
,173.275,-34.475
,173.275,-34.525
,173.275,-34.575
,173.275,-34.625
,173.275,-34.675
,173.275,-34.725
,173.275,-34.775
,173.275,-34.825
,173.275,-34.875
,173.275,-34.925
,173.275,-34.975
20659,173.275,-35.025
20660,173.275,-35.075
20661,173.275,-35.125
20662,173.275,-35.175
20663,173.275,-35.225
20664,173.275,-35.275
20665,173.275,-35.325
20666,173.275,-35.375
20667,173.425,-41.275
20668,173.425,-41.325
20669,173.425,-41.375
20670,173.425,-41.425
20671,173.425,-41.475
20672,173.425,-41.525
20673,173.425,-41.575
20674,173.425,-41.625
20675,173.425,-41.675
20676,173.425,-41.725
20677,173.425,-41.775
20678,173.425,-41.825
20679,173.425,-41.875
20680,173.425,-41.925
20681,173.425,-41.975
20682,173.425,-42.025
20683,173.425,-42.075
20684,173.425,-42.125
20685,173.425,-42.175
20686,173.425,-42.225
20687,173.425,-42.275
20688,173.425,-42.325
20689,173.425,-42.375
20690,173.425,-42.425
20691,173.425,-42.475
20692,173.425,-42.525
20693,173.425,-42.575
20694,173.425,-42.625
20695,173.425,-42.675
,173.425,-42.725
,173.425,-42.775
,173.425,-42.825
,173.425,-42.875
,173.425,-42.925
,173.425,-42.975
,173.425,-43.025
,173.425,-43.075
,173.425,-43.125
,173.425,-43.175
,173.425,-43.225
,173.475,-34.625
20696,173.575,-41.925
20697,173.575,-41.975
20698,173.575,-42.025
20699,173.575,-42.075
20700,173.575,-42.125
20701,173.575,-42.175
20702,173.575,-42.225
20703,173.575,-42.275
20704,173.575,-42.325
20705,173.575,-42.375
20706,173.575,-42.425
,173.575,-42.475
,173.575,-42.525
,173.575,-42.575
,173.575,-42.625
,173.575,-42.675
,173.575,-42.725
,173.575,-42.775
,173.575,-42.825
,173.575,-42.875
,173.575,-42.925
,173.575,-42.975
,173.575,-43.025
,173.575,-43.075
,173.625,-34.625
,173.625,-34.675
,173.625,-34.725
,173.625,-34.775
,173.625,-34.825
,173.625,-34.875
,173.625,-34.925
20707,173.625,-34.975
20708,173.625,-35.025
20709,173.625,-35.075
20710,173.625,-35.125
20711,173.625,-35.175
20712,173.625,-35.225
20713,173.625,-35.275
20714,173.625,-35.325
20715,173.625,-35.375
20716,173.625,-35.425
20717,173.625,-35.475
20718,173.275,-35.425
,173.275,-35.475
,173.275,-35.525
,173.275,-35.575
,173.275,-35.625
,173.275,-35.675
,173.275,-35.725
,173.275,-35.775
,173.275,-35.825
,173.275,-35.875
,173.275,-35.925
,173.275,-40.625
,173.275,-40.675
,173.275,-40.725
,173.275,-40.775
,173.275,-40.825
,173.275,-40.875
,173.275,-40.925
,173.275,-40.975
,173.275,-41.025
,173.275,-41.075
,173.275,-41.125
,173.275,-41.175
,173.275,-41.225
20719,173.275,-41.275
20721,173.275,-41.325
20722,173.275,-41.375
20723,173.275,-41.425
20724,173.275,-41.475
20725,173.275,-41.525
20726,173.275,-41.575
20727,173.275,-41.625
20728,173.275,-41.675
20729,173.275,-41.725
20730,173.275,-41.775
20731,173.275,-41.825
20732,173.275,-41.875
20733,173.275,-41.925
20734,173.275,-41.975
20735,173.275,-42.025
20736,173.275,-42.075
20737,173.275,-42.125
20738,172.175,-43.525
20739,172.175,-43.575
20740,172.175,-43.625
20741,172.175,-43.675
20742,172.175,-43.725
20743,172.175,-43.775
20745,172.175,-43.825
20746,172.175,-43.875
,172.175,-43.925
,172.175,-43.975
,172.175,-44.025
,172.175,-44.075
,172.175,-44.125
,172.175,-44.175
,172.175,-44.225
,172.225,-40.375
,172.225,-40.425
,172.225,-40.475
,172.225,-40.525
,172.225,-40.575
,172.225,-40.625
,172.225,-40.675
,172.225,-40.725
,172.225,-40.775
20747,172.225,-40.825
20748,172.225,-40.875
20749,172.225,-40.925
20750,172.225,-40.975
20751,172.225,-41.025
20752,172.225,-41.075
20753,172.225,-41.125
20754,172.225,-41.175
20755,172.225,-41.225
20756,172.225,-41.275
20757,172.225,-41.325
20758,172.225,-41.375
20759,172.225,-41.425
20760,172.225,-41.475
20761,172.225,-41.525
20762,172.225,-41.575
20763,172.225,-41.625
20764,172.425,-43.825
,172.425,-43.875
,172.425,-43.925
,172.425,-43.975
,172.425,-44.025
,172.425,-44.075
,172.425,-44.125
,172.475,-34.225
,172.475,-34.275
,172.475,-34.325
,172.475,-34.375
,172.475,-34.425
,172.475,-34.475
,172.475,-34.525
,172.475,-34.575
,172.475,-34.625
,172.475,-34.675
,172.475,-34.725
,172.475,-34.775
,172.475,-40.275
,172.475,-40.325
,172.475,-40.375
,172.475,-40.425
,172.475,-40.475
,172.475,-40.525
,172.475,-40.575
,172.475,-40.625
20765,172.475,-40.675
20766,172.475,-40.725
20767,172.475,-40.775
20768,172.475,-40.825
20769,172.475,-40.875
20770,172.475,-40.925
20771,172.475,-40.975
20772,172.475,-41.025
20773,172.475,-41.075
20774,172.475,-41.125
20775,172.475,-41.175
20776,172.475,-41.225
20777,172.475,-41.275
20778,172.475,-41.325
20779,172.475,-41.375
20780,172.625,-42.025
20781,172.625,-42.075
20782,172.625,-42.125
20783,172.625,-42.175
20784,172.625,-42.225
20785,172.625,-42.275
20786,172.625,-42.325
20787,172.625,-42.375
20788,172.625,-42.425
20789,172.625,-42.475
20790,172.625,-42.525
20791,172.625,-42.575
20792,172.625,-42.625
20793,172.625,-42.675
20794,172.625,-42.725
20795,172.625,-42.775
20796,172.625,-42.825
20797,172.625,-42.875
20798,172.625,-42.925
20799,172.625,-42.975
20800,172.625,-43.025
20801,172.625,-43.075
20802,172.625,-43.125
20803,172.625,-43.175
20804,172.625,-43.225
20805,172.625,-43.275
20806,172.625,-43.325
20807,172.625,-43.375
20808,172.625,-43.425
20809,172.625,-43.475
20810,172.625,-43.525
20811,172.625,-43.575
20812,172.625,-43.625
20813,172.625,-43.675
20814,172.625,-43.725
20815,172.625,-43.775
20816,172.625,-43.825
,172.625,-43.875
,172.625,-43.925
,172.625,-43.975
,172.825,-34.175
,172.825,-34.225
,172.825,-34.275
,172.825,-34.325
,172.825,-34.375
,172.825,-34.425
20817,172.825,-34.475
20818,172.825,-34.525
20819,172.825,-34.575
,172.825,-34.625
,172.825,-34.675
,172.825,-34.725
,172.825,-34.775
,172.825,-34.825
,172.825,-34.875
,172.825,-34.925
,172.825,-34.975
,172.825,-35.025
,172.825,-35.075
,172.825,-35.125
,172.825,-35.175
,172.825,-35.225
,172.825,-35.275
,172.825,-35.325
,172.825,-35.375
,172.825,-35.425
,172.825,-40.275
,172.825,-40.325
,172.825,-40.375
,172.825,-40.425
,172.825,-40.475
,172.825,-40.525
,172.825,-40.575
,172.825,-40.625
,172.825,-40.675
,172.825,-40.725
,172.825,-40.775
,172.825,-40.825
20820,172.825,-40.875
20821,172.825,-40.925
20822,172.825,-40.975
20823,172.825,-41.025
20824,172.825,-41.075
20825,172.225,-41.675
20826,172.225,-41.725
20827,172.225,-41.775
20828,172.225,-41.825
20829,172.225,-41.875
20830,172.225,-41.925
20831,172.225,-41.975
20832,172.225,-42.025
20833,172.225,-42.075
20834,172.225,-42.125
20835,172.225,-42.175
20836,172.225,-42.225
20837,172.225,-42.275
20838,172.225,-42.325
20839,172.225,-42.375
20840,172.225,-42.425
20841,172.225,-42.475
20842,172.225,-42.525
20843,172.225,-42.575
20844,172.225,-42.625
20845,172.225,-42.675
20846,172.225,-42.725
20847,172.225,-42.775
20848,172.225,-42.825
20849,172.225,-42.875
20850,172.225,-42.925
20851,172.225,-42.975
20852,172.225,-43.025
20853,172.225,-43.075
20854,172.225,-43.125
20855,172.225,-43.175
20856,172.225,-43.225
20857,172.225,-43.275
20858,172.225,-43.325
20859,172.225,-43.375
20860,172.225,-43.425
20861,172.225,-43.475
20862,172.225,-43.525
20863,172.225,-43.575
20864,172.225,-43.625
20865,172.475,-41.425
20866,172.475,-41.475
20867,172.475,-41.525
20868,172.475,-41.575
20869,172.475,-41.625
20870,172.475,-41.675
20871,172.475,-41.725
20872,172.475,-41.775
20873,172.475,-41.825
20874,172.475,-41.875
20875,172.475,-41.925
20876,172.475,-41.975
20877,172.475,-42.025
20878,172.475,-42.075
20879,172.475,-42.125
20880,172.475,-42.175
20881,172.475,-42.225
20882,172.475,-42.275
20883,172.475,-42.325
20884,172.475,-42.375
20885,172.475,-42.425
20886,172.475,-42.475
20887,172.475,-42.525
20888,172.475,-42.575
20889,172.475,-42.625
20890,172.475,-42.675
20891,172.475,-42.725
20892,172.475,-42.775
20893,172.475,-42.825
20894,172.475,-42.875
20895,172.475,-42.925
20896,172.475,-42.975
20897,172.475,-43.025
20898,172.475,-43.075
20899,172.475,-43.125
20900,172.475,-43.175
20901,172.475,-43.225
20902,172.475,-43.275
20903,172.475,-43.325
20904,172.475,-43.375
,172.625,-44.025
,172.625,-44.075
,172.625,-44.125
,172.675,-34.175
,172.675,-34.225
,172.675,-34.275
,172.675,-34.325
,172.675,-34.375
,172.675,-34.425
20905,172.675,-34.475
,172.675,-34.525
,172.675,-34.575
,172.675,-34.625
,172.675,-34.675
,172.675,-34.725
,172.675,-34.775
,172.675,-34.825
,172.675,-34.875
,172.675,-34.925
,172.675,-40.275
,172.675,-40.325
,172.675,-40.375
,172.675,-40.425
,172.675,-40.475
20906,172.675,-40.525
20907,172.675,-40.575
20908,172.675,-40.625
,172.675,-40.675
20909,172.675,-40.725
20910,172.675,-40.775
20911,172.675,-40.825
20912,172.675,-40.875
20913,172.675,-40.925
20914,172.675,-40.975
20915,172.675,-41.025
20916,172.675,-41.075
20917,172.675,-41.125
20918,172.675,-41.175
20919,172.675,-41.225
20920,172.675,-41.275
20921,172.675,-41.325
20922,172.675,-41.375
20923,172.825,-41.125
20924,172.825,-41.175
20925,172.825,-41.225
20926,172.825,-41.275
20927,172.825,-41.325
20928,172.825,-41.375
20929,172.825,-41.425
20930,172.825,-41.475
20931,172.825,-41.525
20932,172.825,-41.575
20933,172.825,-41.625
20934,172.825,-41.675
20935,172.825,-41.725
20936,172.825,-41.775
20937,172.825,-41.825
20938,172.825,-41.875
20939,172.825,-41.925
20940,172.825,-41.975
20941,172.825,-42.025
20942,172.825,-42.075
20943,172.825,-42.125
20944,172.825,-42.175
20945,172.825,-42.225
20946,172.825,-42.275
20947,172.825,-42.325
20948,172.825,-42.375
20949,172.825,-42.425
20950,172.825,-42.475
20951,172.825,-42.525
20952,172.825,-42.575
20953,172.825,-42.625
20954,172.825,-42.675
20955,172.825,-42.725
20956,172.825,-42.775
20957,172.825,-42.825
20958,172.825,-42.875
20959,172.825,-42.925
20960,172.825,-42.975
20961,172.825,-43.025
20962,172.825,-43.075
20963,172.225,-43.675
20964,172.225,-43.725
20965,172.225,-43.775
20966,172.225,-43.825
20967,172.225,-43.875
,172.225,-43.925
,172.225,-43.975
,172.225,-44.025
,172.225,-44.075
,172.225,-44.125
,172.225,-44.175
,172.225,-44.225
,172.275,-40.375
,172.275,-40.425
,172.275,-40.475
,172.275,-40.525
,172.275,-40.575
,172.275,-40.625
,172.275,-40.675
,172.275,-40.725
20968,172.275,-40.775
20969,172.275,-40.825
20970,172.275,-40.875
20971,172.275,-40.925
20972,172.275,-40.975
20973,172.275,-41.025
20974,172.275,-41.075
20975,172.275,-41.125
20976,172.275,-41.175
20977,172.275,-41.225
20978,172.275,-41.275
20979,172.275,-41.325
20980,172.275,-41.375
20981,172.275,-41.425
20982,172.275,-41.475
20983,172.275,-41.525
20984,172.275,-41.575
20985,172.275,-41.625
20986,172.275,-41.675
20987,172.275,-41.725
20988,172.275,-41.775
20989,172.475,-43.425
20990,172.475,-43.475
20991,172.475,-43.525
20992,172.475,-43.575
20993,172.475,-43.625
20994,172.475,-43.675
20995,172.475,-43.725
20996,172.475,-43.775
20997,172.475,-43.825
,172.475,-43.875
,172.475,-43.925
,172.475,-43.975
,172.475,-44.025
,172.475,-44.075
,172.475,-44.125
,172.525,-34.225
,172.525,-34.275
,172.525,-34.325
,172.525,-34.375
,172.525,-34.425
,172.525,-34.475
,172.525,-34.525
,172.525,-34.575
,172.525,-34.625
,172.525,-34.675
,172.525,-34.725
,172.525,-34.775
,172.525,-40.275
,172.525,-40.325
,172.525,-40.375
,172.525,-40.425
,172.525,-40.475
,172.525,-40.525
,172.525,-40.575
,172.525,-40.625
20998,172.525,-40.675
20999,172.525,-40.725
21000,172.525,-40.775
21001,172.525,-40.825
21002,172.525,-40.875
21003,172.525,-40.925
21004,172.525,-40.975
21005,172.675,-41.425
21006,172.675,-41.475
21007,172.675,-41.525
21008,172.675,-41.575
21009,172.675,-41.625
21010,172.675,-41.675
21011,172.675,-41.725
21012,172.675,-41.775
21013,172.675,-41.825
21014,172.675,-41.875
21015,172.675,-41.925
21016,172.675,-41.975
21017,172.675,-42.025
21018,172.675,-42.075
21019,172.675,-42.125
21020,172.675,-42.175
21021,172.675,-42.225
21022,172.675,-42.275
21023,172.675,-42.325
21024,172.675,-42.375
21025,172.675,-42.425
21026,172.675,-42.475
21027,172.675,-42.525
21028,172.675,-42.575
21029,172.675,-42.625
21030,172.675,-42.675
21031,172.675,-42.725
21032,172.675,-42.775
21033,172.675,-42.825
21034,172.675,-42.875
21035,172.675,-42.925
21036,172.675,-42.975
21037,172.675,-43.025
21038,172.675,-43.075
21039,172.675,-43.125
21040,172.675,-43.175
21041,172.675,-43.225
21042,172.675,-43.275
21043,172.675,-43.325
21044,172.675,-43.375
21045,172.825,-43.125
,172.825,-43.175
,172.825,-43.225
,172.825,-43.275
,172.825,-43.325
,172.825,-43.375
,172.825,-43.425
,172.825,-43.475
,172.825,-43.525
,172.825,-43.575
21046,172.825,-43.625
21047,172.825,-43.675
21048,172.825,-43.725
21049,172.825,-43.775
21050,172.825,-43.825
,172.825,-43.875
,172.825,-43.925
,172.825,-43.975
,172.825,-44.025
,172.825,-44.075
,172.825,-44.125
,172.875,-34.175
,172.875,-34.225
,172.875,-34.275
,172.875,-34.325
,172.875,-34.375
21051,172.875,-34.425
21052,172.875,-34.475
,172.875,-34.525
21053,172.875,-34.575
21054,172.875,-34.625
,172.875,-34.675
,172.875,-34.725
,172.875,-34.775
,172.875,-34.825
,172.875,-34.875
,172.875,-34.925
,172.875,-34.975
,172.875,-35.025
,172.875,-35.075
,172.875,-35.125
,172.875,-35.175
,172.875,-35.225
21055,172.275,-43.825
21056,172.275,-43.875
,172.275,-43.925
,172.275,-43.975
,172.275,-44.025
,172.275,-44.075
,172.275,-44.125
,172.275,-44.175
,172.325,-40.375
,172.325,-40.425
,172.325,-40.475
,172.325,-40.525
,172.325,-40.575
,172.325,-40.625
,172.325,-40.675
,172.325,-40.725
21057,172.325,-40.775
21058,172.325,-40.825
21059,172.325,-40.875
21060,172.325,-40.925
21061,172.325,-40.975
21062,172.325,-41.025
21063,172.325,-41.075
21064,172.325,-41.125
21065,172.325,-41.175
21066,172.325,-41.225
21067,172.325,-41.275
21068,172.325,-41.325
21069,172.325,-41.375
21070,172.325,-41.425
21071,172.325,-41.475
21072,172.325,-41.525
21073,172.325,-41.575
21074,172.325,-41.625
21075,172.325,-41.675
21076,172.325,-41.725
21077,172.325,-41.775
21078,172.325,-41.825
21079,172.325,-41.875
21080,172.325,-41.925
21081,172.325,-41.975
21082,172.525,-41.025
21083,172.525,-41.075
21084,172.525,-41.125
21085,172.525,-41.175
21086,172.525,-41.225
21087,172.525,-41.275
21088,172.525,-41.325
21089,172.525,-41.375
21090,172.525,-41.425
21091,172.525,-41.475
21092,172.525,-41.525
21093,172.525,-41.575
21094,172.525,-41.625
21095,172.525,-41.675
21096,172.525,-41.725
21097,172.525,-41.775
21098,172.525,-41.825
21099,172.525,-41.875
21100,172.525,-41.925
21101,172.525,-41.975
21102,172.525,-42.025
21103,172.525,-42.075
21104,172.525,-42.125
21105,172.525,-42.175
21106,172.525,-42.225
21107,172.525,-42.275
21108,172.525,-42.325
21109,172.525,-42.375
21110,172.525,-42.425
21111,172.525,-42.475
21112,172.525,-42.525
21113,172.525,-42.575
21114,172.525,-42.625
21115,172.525,-42.675
21116,172.525,-42.725
21117,172.525,-42.775
21118,172.525,-42.825
21119,172.525,-42.875
21120,172.525,-42.925
21121,172.525,-42.975
21122,172.675,-43.425
21123,172.675,-43.475
21124,172.675,-43.525
21125,172.675,-43.575
,172.675,-43.625
21126,172.675,-43.675
21127,172.675,-43.725
21128,172.675,-43.775
21129,172.675,-43.825
,172.675,-43.875
,172.675,-43.925
,172.675,-43.975
,172.675,-44.025
,172.675,-44.075
,172.675,-44.125
,172.725,-34.175
,172.725,-34.225
,172.725,-34.275
,172.725,-34.325
,172.725,-34.375
,172.725,-34.425
21130,172.725,-34.475
,172.725,-34.525
,172.725,-34.575
,172.725,-34.625
,172.725,-34.675
,172.725,-34.725
,172.725,-34.775
,172.725,-34.825
,172.725,-34.875
,172.725,-34.925
,172.725,-34.975
,172.725,-40.275
,172.725,-40.325
,172.725,-40.375
,172.725,-40.425
,172.725,-40.475
21131,172.725,-40.525
,172.725,-40.575
,172.725,-40.625
,172.725,-40.675
,172.725,-40.725
21132,172.725,-40.775
,172.875,-35.275
,172.875,-35.325
,172.875,-35.375
,172.875,-35.425
,172.875,-35.475
,172.875,-40.275
,172.875,-40.325
,172.875,-40.375
,172.875,-40.425
,172.875,-40.475
,172.875,-40.525
,172.875,-40.575
,172.875,-40.625
,172.875,-40.675
,172.875,-40.725
,172.875,-40.775
,172.875,-40.825
21133,172.875,-40.875
21134,172.875,-40.925
21135,172.875,-40.975
21136,172.875,-41.025
21137,172.875,-41.075
21138,172.875,-41.125
21139,172.875,-41.175
21140,172.875,-41.225
21141,172.875,-41.275
21142,172.875,-41.325
21144,172.875,-41.375
21145,172.875,-41.425
21146,172.875,-41.475
21147,172.875,-41.525
21148,172.875,-41.575
21149,172.875,-41.625
21150,172.875,-41.675
21151,172.875,-41.725
21152,172.875,-41.775
21153,172.875,-41.825
21154,172.875,-41.875
21155,172.875,-41.925
21156,172.875,-41.975
21157,172.875,-42.025
21158,172.875,-42.075
21159,172.275,-41.825
21160,172.275,-41.875
21161,172.275,-41.925
21162,172.275,-41.975
21163,172.275,-42.025
21164,172.275,-42.075
21165,172.275,-42.125
21166,172.275,-42.175
21167,172.275,-42.225
21168,172.275,-42.275
21169,172.275,-42.325
21170,172.275,-42.375
21171,172.275,-42.425
21172,172.275,-42.475
21173,172.275,-42.525
21174,172.275,-42.575
21175,172.275,-42.625
21176,172.275,-42.675
21177,172.275,-42.725
21178,172.275,-42.775
21179,172.275,-42.825
21180,172.275,-42.875
21181,172.275,-42.925
21182,172.275,-42.975
21183,172.275,-43.025
21184,172.275,-43.075
21185,172.275,-43.125
21186,172.275,-43.175
21187,172.275,-43.225
21188,172.275,-43.275
21189,172.275,-43.325
21190,172.275,-43.375
21191,172.275,-43.425
21192,172.275,-43.475
21193,172.275,-43.525
21194,172.275,-43.575
21195,172.275,-43.625
21196,172.275,-43.675
21198,172.275,-43.725
21199,172.275,-43.775
21200,172.525,-43.025
21201,172.525,-43.075
21202,172.525,-43.125
21203,172.525,-43.175
21204,172.525,-43.225
21205,172.525,-43.275
21206,172.525,-43.325
21207,172.525,-43.375
21208,172.525,-43.425
21209,172.525,-43.475
21210,172.525,-43.525
21211,172.525,-43.575
21212,172.525,-43.625
21213,172.525,-43.675
21214,172.525,-43.725
21215,172.525,-43.775
21216,172.525,-43.825
,172.525,-43.875
,172.525,-43.925
,172.525,-43.975
,172.525,-44.025
,172.525,-44.075
,172.525,-44.125
,172.575,-34.225
,172.575,-34.275
,172.575,-34.325
,172.575,-34.375
,172.575,-34.425
,172.575,-34.475
,172.575,-34.525
,172.575,-34.575
,172.575,-34.625
,172.575,-34.675
,172.575,-34.725
,172.575,-34.775
,172.575,-34.825
,172.575,-40.275
,172.575,-40.325
,172.575,-40.375
,172.575,-40.425
,172.575,-40.475
,172.575,-40.525
21217,172.725,-40.825
21218,172.725,-40.875
21219,172.725,-40.925
21220,172.725,-40.975
21221,172.725,-41.025
21222,172.725,-41.075
21223,172.725,-41.125
21224,172.725,-41.175
21225,172.725,-41.225
21226,172.725,-41.275
21227,172.725,-41.325
21228,172.725,-41.375
21229,172.725,-41.425
21230,172.725,-41.475
21231,172.725,-41.525
21232,172.725,-41.575
21233,172.725,-41.625
21234,172.725,-41.675
21235,172.725,-41.725
21236,172.725,-41.775
21237,172.725,-41.825
21238,172.725,-41.875
21239,172.725,-41.925
21240,172.725,-41.975
21241,172.725,-42.025
21242,172.725,-42.075
21243,172.725,-42.125
21244,172.725,-42.175
21245,172.725,-42.225
21246,172.725,-42.275
21247,172.725,-42.325
21248,172.725,-42.375
21249,172.725,-42.425
21250,172.725,-42.475
21251,172.725,-42.525
21252,172.725,-42.575
21253,172.725,-42.625
21254,172.725,-42.675
21255,172.725,-42.725
21256,172.725,-42.775
21257,172.875,-42.125
21258,172.875,-42.175
21259,172.875,-42.225
21260,172.875,-42.275
21261,172.875,-42.325
21262,172.875,-42.375
21263,172.875,-42.425
21264,172.875,-42.475
21265,172.875,-42.525
21266,172.875,-42.575
21267,172.875,-42.625
21268,172.875,-42.675
21269,172.875,-42.725
21270,172.875,-42.775
21271,172.875,-42.825
21272,172.875,-42.875
21273,172.875,-42.925
21274,172.875,-42.975
21275,172.875,-43.025
